114, 144, 165, 47
114, 144, 165, 47
114, 144, 165, 47
114, 144, 165, 47
114, 144, 165, 47
114, 144, 165, 47
114, 144, 165, 47
114, 144, 165, 47
114, 144, 165, 47
114, 144, 165, 47
114, 144, 165, 47
114, 144, 165, 47
114, 144, 165, 47
114, 144, 165, 47
114, 144, 165, 47
114, 144, 165, 47
114, 144, 165, 47
114, 144, 165, 47
114, 144, 165, 48
114, 144, 165, 52
114, 144, 165, 55
114, 144, 165, 58
113, 143, 163, 61
112, 142, 163, 64
112, 142, 164, 64
114, 144, 164, 67
114, 144, 165, 70
114, 144, 165, 75
114, 144, 165, 82
114, 144, 165, 90
114, 144, 165, 92
114, 144, 165, 92
115, 144, 164, 90
113, 143, 163, 90
113, 142, 163, 90
112, 143, 163, 91
113, 143, 163, 90
113, 143, 162, 91
113, 143, 163, 90
112, 143, 163, 90
113, 143, 165, 92
114, 144, 165, 92
114, 144, 165, 92
113, 143, 163, 90
113, 143, 163, 90
112, 142, 163, 91
112, 142, 163, 91
113, 143, 163, 90
112, 143, 163, 91
113, 143, 163, 90
112, 142, 163, 90
114, 144, 165, 92
114, 144, 165, 92
113, 143, 163, 90
113, 142, 163, 90
113, 142, 163, 90
112, 142, 163, 91
112, 143, 164, 90
113, 143, 163, 91
113, 143, 163, 91
114, 143, 163, 91
116, 143, 157, 92
120, 144, 163, 92
120, 143, 165, 92
119, 143, 163, 90
119, 143, 163, 91
121, 143, 163, 91
122, 143, 163, 90
124, 143, 162, 91
124, 143, 163, 91
126, 142, 163, 91
127, 143, 163, 90
129, 144, 164, 92
128, 144, 164, 92
127, 143, 164, 90
127, 143, 162, 91
127, 142, 163, 91
127, 143, 162, 91
127, 143, 163, 91
127, 143, 163, 91
127, 143, 163, 91
127, 143, 163, 91
127, 143, 163, 90
128, 144, 165, 92
129, 144, 165, 92
128, 142, 163, 91
129, 143, 163, 91
128, 143, 163, 90
128, 143, 163, 91
129, 143, 163, 91
129, 143, 163, 90
129, 142, 163, 90
128, 142, 163, 90
129, 144, 164, 92
130, 144, 163, 92
126, 142, 162, 91
126, 143, 162, 90
124, 143, 162, 91
128, 142, 161, 91
123, 143, 161, 90
123, 143, 161, 90
123, 143, 162, 91
124, 143, 164, 90
124, 143, 168, 90
125, 144, 171, 91
125, 144, 172, 91
124, 143, 169, 90
122, 143, 168, 91
122, 143, 168, 90
121, 143, 168, 90
121, 143, 167, 90
120, 143, 165, 90
119, 142, 165, 90
120, 143, 162, 90
121, 144, 164, 92
121, 144, 166, 92
120, 143, 164, 90
120, 143, 166, 91
120, 142, 171, 91
119, 142, 172, 91
120, 142, 172, 91
118, 143, 169, 90
117, 143, 171, 91
117, 142, 171, 90
117, 143, 172, 90
118, 144, 176, 91
119, 143, 180, 91
117, 142, 175, 91
115, 142, 174, 90
114, 142, 174, 91
110, 141, 174, 90
110, 141, 175, 90
111, 143, 174, 90
112, 142, 175, 91
112, 143, 174, 90
113, 143, 176, 92
111, 144, 175, 92
109, 142, 175, 90
109, 143, 174, 90
108, 143, 173, 90
107, 143, 177, 90
108, 143, 175, 91
108, 143, 175, 90
109, 143, 174, 90
110, 142, 175, 90
110, 142, 175, 90
111, 144, 175, 92
111, 146, 173, 90
111, 142, 168, 90
110, 141, 171, 90
110, 143, 177, 91
110, 142, 177, 90
110, 143, 176, 90
110, 143, 177, 90
110, 143, 178, 91
110, 143, 178, 91
110, 143, 179, 92
111, 144, 179, 92
110, 142, 177, 90
110, 143, 178, 91
110, 143, 178, 91
110, 143, 178, 91
110, 143, 178, 90
110, 143, 178, 91
110, 143, 178, 91
